University,latitude,longitude,Foundedin,incomegroup,Number of Student
School Of Business Administration And Management,5.3763391,-3.9607333,1995.0,Lower middle income,10064
School Of Business Administration Of S��O Paulo,-23.5592595,-46.6538541,1954.0,Upper middle income,46699
School Of Business Computing And Sciences Management,43.773227,-79.498257,2006.0,Lower middle income,11313
"School Of Business, Management And Technology - Escoget Group",5.3204866,-4.0134645,1986.0,Lower middle income,10812
School Of Commerce,36.6391369,2.7888215,1970.0,Lower middle income,23161
School Of Commerce And Business Administration,3.9015728,11.5476628,2005.0,Lower middle income,9275
School Of Commerce And Business Administration Of Benin,9.3575489,2.6182333,2012.0,Lower middle income,8422
School Of Commerce And Management,33.5839233,-7.6273312,2003.0,Lower middle income,5104
School Of Commerce And Management,43.7840347,-79.2331848,2001.0,Lower middle income,8031
School Of Commerce And Management,9.3575489,2.6182333,1999.0,Lower middle income,15317
"School Of Commerce, Management And Computer Science",43.7840347,-79.2331848,2008.0,Lower middle income,8124
School Of Commercial Engineering - Mekn��S,33.897932,-5.535668,1990.0,Lower middle income,7399
School Of Communication And Advertising,43.7840347,-79.2331848,1996.0,Lower middle income,5990
School Of Communications,4.820272,-74.3442514,1992.0,Upper middle income,27691
School Of Computer Networks And Management,43.7840347,-79.2331848,1996.0,Lower middle income,5990
School Of Computer Science And Business Management,33.2411349,-8.5019123,1998.0,Lower middle income,5989
"School Of Computer Science, Telecommunication And Economics - Enite",33.5582071,-7.6419365,2004.0,Lower middle income,5104
School Of Conservation And Restoration Of Cultural Heritage Of Galicia,42.4321069,-8.6491545,1991.0,High income,29065
School Of Conservation And Restoration Of The West,20.6696873,-103.340126,2001.0,Upper middle income,28017
School Of Design,33.5916404,-7.6260967,1988.0,Lower middle income,7410
School Of Dramatic Art Of Murcia,37.9835579,-1.1288831,1918.0,High income,41200
School Of Dramatic Art Of Seville,37.3965138,-6.0000388,1916.0,High income,22757
School Of Dramatic Art Of Valencia,39.4838114,-0.3465857,1990.0,High income,31573
School Of Economics And Management In ����D��,51.7730143,19.480723,1996.0,High income,8763
School Of Economics And Management Of Public Administration In Bratislava,48.1262269,17.1225919,2003.0,High income,6117
School Of Engineering In Applied Sciences,43.9457997,-78.8981062,1999.0,Lower middle income,5987
School Of Engineering Of Piracicaba,-22.7000024,-47.651721,1968.0,Upper middle income,36236
School Of Environmental Studies,43.7742707,-79.4931324,1997.0,Upper middle income,16349
School Of Health Management And Administration,43.6590888,-79.3927925,1989.0,Lower middle income,17711
School Of Health Of Alcoit��O,38.7330924,-9.3992614,1966.0,High income,10254
School Of Health Sciences,43.94572,-78.8946973,2001.0,Upper middle income,14070
"School Of Information Technology, Telecommunication And Management",33.5549093,-7.6105085,2001.0,Lower middle income,5104
School Of Interior Architecture,43.6575888,-79.377755,1998.0,Lower middle income,5989
School Of Law And Economics,33.7080845,-7.3537025,2004.0,Lower middle income,5104
School Of Law And Management,5.3763391,-3.9607333,2005.0,Lower middle income,8036
School Of Logistics,43.7770933,-79.6458745,1995.0,Upper middle income,27671
School Of Magistracy,36.7645283,3.0220871,1990.0,Lower middle income,17701
School Of Management,33.5871984,-7.6084187,1992.0,Lower middle income,6748
School Of Management,6.4939854,2.6172878,2007.0,Lower middle income,11319
School Of Management And Applied Computer Engineering,43.7840347,-79.2331848,1995.0,Lower middle income,6739
School Of Management And Computer Sciences,33.5809488,-7.6174119,1994.0,Lower middle income,6742
School Of Marketing,43.7840347,-79.2331848,1974.0,Upper middle income,23847
"School Of Multimedia, Computer Science And Networks",33.6047695,-7.5395674,2004.0,Lower middle income,5104
School Of New Sciences And Engineering,35.7632743,-5.8344698,2004.0,Lower middle income,5104
"School Of Ophthalmology, Barraquer Institute Of America",4.6860128,-74.0516375,2005.0,Upper middle income,11398
School Of Pedagogical And Technological Education,38.0433753,23.7860556,2002.0,High income,5697
School Of Physical Education Of Jundia��,-23.1937886,-46.8955252,1974.0,Upper middle income,35037
School Of Planning And Architecture,28.6362959,77.2245631,1941.0,Lower middle income,7760
"School Of Planning And Architecture, Bhopal",23.2997382,77.2692509,2008.0,Lower middle income,6472
School Of Psychology,43.7840347,-79.2331848,2003.0,Lower middle income,5104
School Of Public Administration,40.8077241,-73.9596123,1958.0,Upper middle income,21068
School Of Public Ministry,43.7840347,-79.2331848,2002.0,Upper middle income,14073
School Of Public Relations,43.7840347,-79.2331848,1973.0,Upper middle income,23873
School Of Real Estate Activities,38.7436051,-9.1133486,1990.0,High income,7967
School Of Real Estate Professions,43.7392793,-79.6061435,2009.0,Lower middle income,6622
School Of Social Sciences,45.4220428,-75.6833293,2005.0,Upper middle income,19316
School Of Socio-Economics In Sroda Wielkopolska,52.2352102,17.2679594,2005.0,High income,7077
School Of Technology And Management,43.7840347,-79.2331848,2001.0,Lower middle income,5104
School Of The Arts Of The Image - The 75,50.8442573,4.4397249,1969.0,High income,11993
School Of The City - Faculty Of Architecture And Urbanism,-23.560191,-46.7299067,1996.0,Upper middle income,16349
"School Of The Museum Of Fine Arts, Boston",42.3385227,-71.0965537,1876.0,High income,11387
School Of Welding And Its Applications,49.3486071,6.1713901,1930.0,High income,6872
Science And Arts University Of Costa Rica,9.928532,-84.0712742,1981.0,Upper middle income,9797
Science And Technology College Of Hubei Minzu University,30.325227,109.479806,2003.0,Upper middle income,19314
Science And Technology College Of Hubei Unversity Of Automotive Technology,32.647659,110.740973,2003.0,Upper middle income,19314
Science And Technology College Of Jiangxi University Of Traditional Chinese Medicine,28.6784101,115.7465026,2001.0,Upper middle income,21599
Sciences Po - Institute Of Political Studies Paris,48.8561221,2.3278913,1871.0,High income,73239
Sciences Po Bordeaux,44.7984007,-0.6147804,1948.0,High income,19006
Sciences Po Lille,50.6282379,3.0660814,1948.0,High income,9340
Sciences Po Lyon,45.7461204,4.8352017,1948.0,High income,8156
Sciences Po Rennes,48.121193,-1.6685407,1991.0,High income,11314
Sciences Po Toulouse,43.6055369,1.4316532,1948.0,High income,11485
Scientific College Of Design,23.5717611,58.2840917,2004.0,High income,6176
Scientific University Of The South,-12.2216386,-76.9767202,1998.0,Upper middle income,64635
Scms Cochin School Of Business,10.2695152,76.4002861,1976.0,Lower middle income,8371
Scott Theological College,-1.5005043,37.26694,1962.0,Lower middle income,5026
Scripps College,34.1039266,-117.7101745,1926.0,High income,10299
Search Oh University,36.3119359,139.8074721,1915.0,High income,30847
Seed Dahlab University Or Blida,36.5047629,2.8759795,1981.0,Lower middle income,75716
Sehan University,34.747755,126.484424,1994.0,High income,12746
Seian University Of Art And Design,35.109093,135.902314,1993.0,High income,6365
Seigakuin University,35.9385122,139.5960662,1988.0,High income,8766
Seijo University,35.6423064,139.6006472,1917.0,High income,61866
Seijoh University,35.0332804,136.9010798,2002.0,High income,5709
Seikei University,35.713823,139.5738857,1912.0,High income,83110
Seinan Gakuin University,33.5849785,130.354939,1916.0,High income,83948
Seinan Jo Gakuin University,33.8830106,130.8502196,1922.0,High income,12806
Sein��Joki University Of Applied Sciences,62.7896557,22.8215794,1996.0,High income,22482
Seirei Christopher University,34.7927414,137.6923979,1949.0,High income,11458
Seisa Dohto University,42.9791739,141.5425998,1978.0,High income,5505
Seisa University,43.459728,142.166487,1985.0,High income,9364
Seisen Jogakuin University,36.686137,138.236277,1961.0,High income,11716
Seisen University,35.6271214,139.7294418,1950.0,High income,20987
Seisen University,35.6271214,139.7294418,1985.0,High income,12616
Seitoku University,35.7836969,139.9042417,1990.0,High income,8751
Seiwa University,35.3765849,139.9595067,1880.0,High income,5311
Sejong Cyber University,37.5535253,127.072646,2000.0,High income,11256
Sejong University,37.5518018,127.0736345,1940.0,High income,80580
Sek International University,-0.0910237,-78.4840878,1892.0,Upper middle income,12506
Selangor International Islamic University College,2.8905789,101.7885488,1995.0,Upper middle income,16217
Selcuk University,38.0222849,32.5138083,1975.0,Upper middle income,65000
Select Capital College.,43.7840347,-79.2331848,1988.0,Lower middle income,31407
Semey State Medical University,50.4058451,80.2438528,1953.0,Upper middle income,49700
Seminole State College Of Florida,28.74501,-81.3046465,1965.0,High income,168923
Semnan University,35.5902841,53.4312494,1974.0,Upper middle income,49073
Semnan University Of Medical Sciences,35.6099696,53.451997,1988.0,Upper middle income,13063
Semyung University,37.1780767,128.195446,1987.0,High income,34110
Senac Faculty Of Technology Blumenau,-26.9153182,-49.0642112,2004.0,Upper middle income,22113
Senac Faculty Of Technology Federal District,-15.8199899,-47.9217345,2007.0,Upper middle income,18471
Senac Faculty Of Technology Florian��Polis,-27.603725,-48.5465508,2002.0,Upper middle income,22113
Senac Faculty Of Technology Goi��S,-16.6696862,-49.2357241,2007.0,Upper middle income,18471
Senac Faculty Of Technology Jaragu�� Do Sul,-26.468792,-49.1130006,2008.0,Upper middle income,18476
Senac Faculty Of Technology Pelotas,-31.7701217,-52.3388587,2004.0,Upper middle income,22113
Senac Faculty Of Technology Rio De Janeiro,-22.9109247,-43.1742169,2002.0,Upper middle income,22113
Senac Faculty Of Technology Shark,-28.4682588,-48.9994833,2004.0,Upper middle income,17019
Senac Minas Faculty,-19.91634,-43.944014,2004.0,Upper middle income,22113
Senac Pernambuco Faculty,-8.0524945,-34.8852306,1946.0,Upper middle income,37406
Senac Rs Faculty Porto Alegre,-30.0360846,-51.2272424,1946.0,Upper middle income,37406
Senac University Center,-23.669598,-46.6994908,1946.0,Upper middle income,37406
Senai Faculty Of Environmental Technology,43.7840347,-79.2331848,1999.0,Upper middle income,25071
Senai Faculty Of Graphic Technology,43.7840347,-79.2331848,1997.0,Upper middle income,25082
Senai Faculty Of Mechatronic Technology,-23.615213,-46.5708739,1999.0,Upper middle income,25071
Senai Faculty Of Technology Anchieta,-23.5913665,-46.6451709,2008.0,Upper middle income,18476
Senai Faculty Of Technology Of Blumenau,-26.9065633,-49.0755163,2001.0,Upper middle income,22113
Senai Faculty Of Technology Of Florian��Polis,-27.5480284,-48.4980229,1998.0,Upper middle income,25076
Senai Faculty Of Technology Of Joinville,-26.2599342,-48.8532363,2001.0,Upper middle income,22113
Senai Faculty Of Technology Of Management Development,-29.98081,-51.11571,2005.0,Upper middle income,22114
Senai Faculty Of Technology Of Porto Alegre,-29.98081,-51.11571,2006.0,Upper middle income,18467
Senai-Cetiqt Faculty,-22.8984903,-43.256768,1949.0,Upper middle income,37266
Sendai Shirayuri Women'S College,38.3217498,140.903975,1996.0,High income,6786
Sendai University,38.0509188,140.771148,1967.0,High income,11286
Seneca College.,43.7951469,-79.3497467,1966.0,High income,179776
Senghor University,31.199428,29.894407,1990.0,Lower middle income,174565
Senri Kinran University,34.8261611,135.514651,2003.0,High income,5708
Senshu University,35.6968426,139.7541495,1880.0,High income,236713
Senzoku Gakuen College Of Music,35.5950888,139.6146535,1967.0,High income,16603
Seokyeong University,37.6148855,127.0133508,1947.0,High income,45370
Seoul Bible Graduate School Of Theology,37.4902652,126.9136724,1999.0,High income,9518
Seoul Christian University,37.6009165,126.9123639,1937.0,High income,6464
Seoul Cyber University,37.6297467,127.0272966,2000.0,High income,32427
Seoul Digital University,37.5548949,126.8539639,2001.0,High income,9580
Seoul Hanyoung University,37.4965411,126.8512616,1981.0,High income,15242
Seoul Institute Of The Arts,37.3340318,126.8362407,1962.0,High income,14362
Seoul Media Institute Of Technology,37.558166,126.8469712,2009.0,High income,5847
Seoul National University,37.4565095,126.9500385,1946.0,High income,321333
Seoul National University Of Education,37.4899286,127.0158653,1946.0,High income,18906
Seoul National University Of Science And Technology,37.6316684,127.0774813,1910.0,High income,115058
Seoul School Of Integrated Sciences And Technologies,37.5573219,126.9485298,2004.0,High income,8200
Seoul Theological University,37.4794588,126.7890182,1911.0,High income,123779
Seoul University Of Foreign Studies,37.597108,127.0588498,2003.0,High income,8984
Seoul Venture University,37.4565095,126.9500385,2003.0,High income,9829
Seoul Women'S University,37.6281126,127.0904568,1961.0,High income,38450
Seowon University,36.6251583,127.4821692,1968.0,High income,72449
Seraf��N Ruiz De Z��Rate University Of Medical Sciences Of Clara Villa,22.390019,-79.9529529,1976.0,Upper middle income,21671
Sergio Arboleda University,4.6607956,-74.0598329,1984.0,Upper middle income,22049
Sergio Arboleda University - Santa Marta Branch,11.2398358,-74.2001208,1994.0,Upper middle income,19054
Sergio Bernales Private University,-13.0731319,-76.3678548,2002.0,Upper middle income,16252
Serra Dos Begs University Center,-22.4338603,-42.9791791,1970.0,Upper middle income,35396
Serrana Regional Faculty Of Education,-21.2007044,-47.5969128,2001.0,Upper middle income,22113
Setec Institute,11.5680861,104.8947315,1960.0,Lower middle income,48936
Setsunan University,34.7796799,135.6118957,1922.0,High income,66875
Seventy College,52.687306,-7.824548,2006.0,High income,8399
Severino Shadow University,43.6609086,-79.3959518,1968.0,Upper middle income,32254
Seversk State Technological Academy,56.6004016,84.8873363,1959.0,Upper middle income,40243
Sh. Ualikhanov Kokshetau State University,53.285023,69.3695728,1962.0,Upper middle income,46205
Shaanan Academic Religious Teachers' College,32.4128494,35.0332603,1951.0,High income,26995
Shaanxi Fashion Engineering Institute,34.302271,108.714555,1994.0,Upper middle income,17821
Shaanxi Institute Of International Trade And Commerce,34.2593804,108.9672088,1997.0,Upper middle income,52231
Shaanxi Normal University,34.1565385,108.894782,1944.0,Upper middle income,212681
Shaanxi University Of Chinese Medicine,34.315071,108.740688,1952.0,Upper middle income,49830
Shaanxi University Of Science And Technology,34.381105,108.978476,1958.0,Upper middle income,95873
Shaanxi University Of Technology,33.070925,107.055683,1958.0,Upper middle income,85235
Shaanxi Xueqian Normal University,34.1266,108.936965,1963.0,Upper middle income,50680
Shadrinsk State Pedagogical Institute,56.0802293,63.6237193,1939.0,Upper middle income,43356
Shah Abdul Latif University,27.5701931,68.7731852,1975.0,Lower middle income,31456
Shahab Danesh University,34.5458855,50.7953275,2006.0,Upper middle income,5217
Shahed University,35.5514343,51.3473357,1989.0,Upper middle income,27720
Shaheed Benazir Bhutto University Shaheed Benazirabad,26.2476743,68.3987657,2010.0,Lower middle income,5544
Shaheed Benazir Bhutto Women University,34.0559722,71.5672025,2004.0,Lower middle income,13474
Shaheed Rabbani Education University,34.5323516,69.1127177,1913.0,Low income,29659
Shaheed Zulfikar Ali Bhutto Institute Of Science And Technology,24.8200064,67.030699,1995.0,Lower middle income,18321
Shahid Ashrafi Esfahani University,32.5492175,51.6691947,1996.0,Upper middle income,7507
Shahid Bahonar University Of Kerman,30.2519643,57.1054822,1974.0,Upper middle income,91505
Shahid Beheshti University,35.7990628,51.3946864,1959.0,Upper middle income,119773
Shahid Beheshti University Of Medical Sciences,35.8001144,51.3980673,1961.0,Upper middle income,88574
Shahid Motahari University,35.6889447,51.4331328,1969.0,Upper middle income,10443
Shahid Rajaee Teacher Training University,35.7800999,51.4917151,1980.0,Upper middle income,49863
"Shahid Rajaei Cardiovascular, Medical And Research Centre",35.7747692,51.4106185,1973.0,Upper middle income,18041
Shahid Sadoughi University Of Medical Sciences,31.8427464,54.3391177,1983.0,Upper middle income,21756
Shahjalal University Of Science And Technology,24.9172232,91.8319132,1987.0,Lower middle income,33039
Shahrekord University,32.3526374,50.826054,1977.0,Upper middle income,38840
Shahrekord University Of Medical Sciences,32.3259163,50.8690736,1986.0,Upper middle income,9858
Shahrood University Of Technology,36.393151,54.9404122,1973.0,Upper middle income,44969
Shahroud University Of Medical Sciences,36.3994768,54.9440797,1975.0,Upper middle income,17938
Shaikh Zayed University - Khost,33.3506126,69.8702774,1992.0,Low income,14005
Shakarim State University Semey,50.421656,80.22258,1995.0,Upper middle income,50421
Shandong Agricultural University,36.1939376,117.1193702,1906.0,Upper middle income,126611
Shandong Agriculture And Engineering University,36.6946755,117.0938536,2013.0,Upper middle income,23171
Shandong Huayu University Of Technology Of Technology,37.46231,116.36701,2002.0,Upper middle income,32539
Shandong Jianzhu University,36.679158,117.179382,1956.0,Upper middle income,144491
Shandong Jiaotong University,36.537538,116.799086,1958.0,Upper middle income,57071
Shandong Management University,36.64893,117.029014,1950.0,Upper middle income,44091
Shandong Normal University,36.652703,117.042083,1950.0,Upper middle income,257299
Shandong Normal University-Lishan College,36.652703,117.042083,2005.0,Upper middle income,19314
Shandong Sport University,35.4326771,119.5362709,1958.0,Upper middle income,36549
Shandong Technology And Business University,37.794254,120.757747,1985.0,Upper middle income,50176
Shandong University,36.64893,117.029014,1901.0,Upper middle income,280332
Shandong University Of Art And Design,36.644386,117.040513,1973.0,Upper middle income,42409
Shandong University Of Arts,36.52112,116.821665,1958.0,Upper middle income,49825
Shandong University Of Political Science And Law,36.64893,117.029014,1955.0,Upper middle income,44091
Shandong University Of Science And Technology,35.99963,120.125188,1951.0,Upper middle income,156947
Shandong University Of Technology,36.810009,117.999766,1949.0,Upper middle income,130633
Shandong University Of Traditional Chinese Medicine,36.650156,117.046138,1958.0,Upper middle income,134110
Shandong University. - Cheeloo College Of Medicine,36.6556,117.02499,1890.0,Upper middle income,326415
Shandong Women'S University,36.634202,117.010668,1952.0,Upper middle income,44091
Shandong Xiandai University,35.8812758,119.9835573,1993.0,Upper middle income,23744
Shandong Xiehe University,36.801711,117.196492,1993.0,Upper middle income,49380
Shandong Yingcai University,36.685571,117.325041,1998.0,Upper middle income,21646
Shandong Youth University Of Political Science,36.670734,117.239527,1949.0,Upper middle income,57587
Shanghai Business School,30.941207,121.456093,1952.0,Upper middle income,36743
Shanghai Conservatory Of Music,31.213264,121.454275,1927.0,Upper middle income,18806
Shanghai Customs College,31.167194,121.577848,1953.0,Upper middle income,8126
Shanghai Dianji University,31.000714,121.4005475,1953.0,Upper middle income,75973
Shanghai Institute Of Technology,30.838077,121.507817,2000.0,Upper middle income,47901
Shanghai Institute Of Visual Arts,31.046652,121.206787,2005.0,Upper middle income,14632
Shanghai International Studies University,31.0425712,121.2253204,1949.0,Upper middle income,50976
Shanghai Jianqiao University,31.1502078,121.5903666,2000.0,Upper middle income,46318
Shanghai Lixin University Of Accounting And Finance,31.044932,121.198651,1928.0,Upper middle income,58834
Shanghai Maritime University,30.874115,121.905446,1909.0,Upper middle income,220480
Shanghai Normal University,30.835243,121.519928,1954.0,Upper middle income,146445
Shanghai Normal University Tinahua College,31.410805,121.199501,2005.0,Upper middle income,16851
Shanghai Ocean University,30.883691,121.896556,1912.0,Upper middle income,38701
Shanghai Polytechnic University,31.263651,121.652274,1960.0,Upper middle income,47513
Shanghai Theatre Academy,31.217485,121.4416715,1945.0,Upper middle income,49334
Shanghai University,31.3148036,121.382746,1922.0,Upper middle income,193762
Shanghai University Of Electric Power,31.048797,121.7883611,1951.0,Upper middle income,36743
Shanghai University Of Engineering Science,31.05723,121.208437,1978.0,Upper middle income,62391
Shanghai University Of Finance And Economics,31.306594,121.494038,1917.0,Upper middle income,111807
Shanghai University Of Finance And Economics Zhejiang College,29.082023,119.69485,2008.0,Upper middle income,14494
Shanghai University Of International Business And Economics,31.0464001,121.2171783,1960.0,Upper middle income,36549
Shanghai University Of Medicine & Health Sciences,31.104016,121.610939,1950.0,Upper middle income,57529
Shanghai University Of Political Science And Law,31.187184,121.434377,1984.0,Upper middle income,33697
Shanghai University Of Sport,31.3126657,121.524178,1952.0,Upper middle income,22040
Shanghai University Of Traditional Chinese Medicine,31.1885395,121.4510365,1956.0,Upper middle income,45396
Shanghai Xingwei College,31.0414794,121.786691,2014.0,Upper middle income,12190
Shanghaitech University,31.1763741,121.5924518,2013.0,Upper middle income,5803
Shangluo University,33.86289,109.953912,1976.0,Upper middle income,34466
Shangqiu Institute Of Technology,30.838077,121.507817,1994.0,Upper middle income,50640
Shangqiu Normal University,34.424994,115.62814,2000.0,Upper middle income,90396
Shangqiu University,34.424994,115.62814,2002.0,Upper middle income,55261
Shangrao Normal University,28.417761,117.971236,1958.0,Upper middle income,54451
Shanto Mariam University Of Creative Technology,23.8737127,90.3906019,2003.0,Lower middle income,6321
Shantou University,23.409312,116.63429,1981.0,Upper middle income,53060
Shanxi Agricultural University,37.424442,112.578439,1907.0,Upper middle income,108248
Shanxi Medical University,37.742848,112.740736,1919.0,Upper middle income,59137
Shanxi Normal University,34.157596,108.893408,1958.0,Upper middle income,57071
Shanxi Technology And Business College,37.8097105,112.5700854,1986.0,Upper middle income,53413
Shanxi University,37.8097105,112.5700854,1902.0,Upper middle income,182380
Shanxi University Of Chinese Medicine,37.841507,112.530014,1989.0,Upper middle income,62766
Shanxi University Of Finance & Economics Huashang College,37.839765,112.554941,2002.0,Upper middle income,38497
Shanxi University Of Finance And Economics,37.839765,112.554941,1951.0,Upper middle income,80839
Shaoguan University,24.774817,113.674629,1958.0,Upper middle income,110735
Shaoxing University,29.990541,120.5745152,1909.0,Upper middle income,51442
Shaoxing University Yuanpei College,29.980111,120.571147,2000.0,Upper middle income,26973
Shaoyang University,27.199945,111.436217,1958.0,Upper middle income,64023
Shaqra University,25.1736417,45.1430879,2009.0,High income,80180
Sharda University,28.4752983,77.4823338,2009.0,Lower middle income,54953
Sharif University Of Technology,35.7035815,51.3517227,1965.0,Upper middle income,64145
Shatt Al-Arab University College,30.5444593,47.7889315,1993.0,Upper middle income,9321
Sheba University College,13.4785565,39.4653988,1999.0,Low income,18451
Sheffield Hallam University,53.3784892,-1.4663097,1969.0,High income,179030
Shehu Idris College Of Health Sciences And Technology,11.3567149,7.8903753,1954.0,Lower middle income,37507
Sheikh Anta Diop University Of Dakar,14.6911017,-17.470617,1918.0,Lower middle income,320983
Sheikhbahaee University,32.4756906,51.7687041,1994.0,Upper middle income,13320
Shendi University,16.6991668,33.4290764,1990.0,Low income,16637
Shengli College China University Of Petroleum,37.47166,118.57576,2003.0,Upper middle income,28590
Shenkar - Engineering. Design. Art,32.0900601,34.8035691,1970.0,High income,16249
Shenyang Aerospace University,41.9268954,123.4046404,1952.0,Upper middle income,94293
Shenyang Agricultural University,41.821328,123.57225,1906.0,Upper middle income,78252
Shenyang City University,41.625318,123.5387501,2001.0,Upper middle income,19312
Shenyang Conservatory Of Music,41.828804,123.454995,1938.0,Upper middle income,29393
Shenyang Institute Of Engineering,41.916124,123.4145659,1952.0,Upper middle income,40417
Shenyang Institute Of Technology,41.7422794,123.2344705,1999.0,Upper middle income,47955
Shenyang Jianzhu University,41.743819,123.515164,1948.0,Upper middle income,51442
Shenyang Ligong University,41.726843,123.49122,1948.0,Upper middle income,273291
Shenyang Medical College,41.888543,123.409621,1949.0,Upper middle income,40122
Shenyang Normal University,41.904286,123.420323,1951.0,Upper middle income,176476
Shenyang Pharmaceutical University,41.769212,123.4461619,1931.0,Upper middle income,55115
Shenyang Sport University,41.66987,123.38834,1954.0,Upper middle income,29393
Shenyang University,41.825583,123.46029,1906.0,Upper middle income,117327
Shenyang University Of Chemical Technology,41.74342,123.233549,1952.0,Upper middle income,73491
Shenyang University Of Technology,41.731583,123.2492621,1949.0,Upper middle income,111684
Shenzhen University,22.53306,113.932813,1983.0,Upper middle income,154898
Sher-E-Bangla Agricultural University,23.7717228,90.3752062,1938.0,Lower middle income,11872
Sher-I-Kashmir Institute Of Medical Sciences,34.136145,74.8000465,1983.0,Lower middle income,8200
Sheridan College Institute Of Technology And Advanced Learning,43.4690663,-79.7000411,1967.0,High income,126046
Shevchenko Institute Of Literature Of The National Academy Of Sciences Of Ukraine,50.464994,30.4320564,1926.0,Lower middle income,33766
Shibaura Institute Of Technology,35.6605332,139.7948506,1927.0,High income,72603
Shiga University,35.2783713,136.2468081,1874.0,High income,45651
Shiga University Of Medical Science,34.9740054,135.9503421,1974.0,High income,8610
Shigakkan University,35.0310342,136.9718712,1905.0,High income,10130
Shigakukan University,31.5591977,130.5432615,1907.0,High income,10250
Shihezi University,44.306613,86.058027,1949.0,Upper middle income,124689
Shihihutug University,47.9178661,106.908218,1991.0,Lower middle income,5041
Shijiazhuang Tiedao University,29.7435429,120.194897,1950.0,Upper middle income,110237
Shijiazhuang Tiedao University Sifang College,29.7435429,120.194897,2001.0,Upper middle income,19312
Shijiazhuang University,38.033171,114.604563,1958.0,Upper middle income,53612
Shijonawate Gakuen University,34.7273061,135.6466,1926.0,High income,12227
Shikoku University,34.1029132,134.5538231,1925.0,High income,22924
Shimonoseki City University University,33.9873761,130.9346413,1956.0,High income,17130
Shinas College Of Technology,24.7999584,56.4292473,2005.0,High income,15189
Shinawatra University,14.101513,100.432688,1999.0,Upper middle income,15528
Shinhan University,37.7095512,127.046037,1960.0,High income,18443
Shinshu University,36.250076,137.9788675,1949.0,High income,95675
Shiraume Gakuen University,35.7244363,139.4513072,1942.0,High income,12370
Shirayuri University,35.6680756,139.5809958,1898.0,High income,13482
Shiraz University,29.6459731,52.4940247,1946.0,Upper middle income,117006
Shiraz University Of Arts,29.6251283,52.5593092,2010.0,Upper middle income,7177
Shiraz University Of Medical Sciences,29.6299262,52.5236912,1946.0,Upper middle income,44518
Shiraz University Of Technology,29.5816378,52.5790868,2004.0,Upper middle income,5134
Shiseikan Daigaku,34.4310019,131.4216999,1999.0,High income,6778
Shitennoji University,34.5456323,135.5846815,1967.0,High income,11427
Shivaji University,16.6779832,74.2555867,1962.0,Lower middle income,1445955
Shizuoka Eiwa Gakuin University,34.9826683,138.4374575,2002.0,High income,5496
Shizuoka Institute Of Science And Technology,34.7382501,137.9614074,1991.0,High income,7570
Shizuoka Sangyo University,34.697751,137.859658,1994.0,High income,12076
Shizuoka University Of Arts And Culture,34.7125654,137.7387677,2000.0,High income,8573
Shizuoka University Of Welfare,34.8299666,138.297508,1992.0,High income,7755
Shobhit Institute Of Engineering And Technology,29.0711977,77.71226,2000.0,Lower middle income,6771
Shobi University,35.9070054,139.4602988,2000.0,High income,6776
Shoin University,35.44293,139.316314,2000.0,High income,6776
Shokei Gakuin University,38.1960747,140.829411,2003.0,High income,7851
Shokei University,38.1960747,140.829411,1975.0,High income,10696
Shomal University,36.4027286,52.3443749,1996.0,Upper middle income,25512
Shonan Institute Of Technology,35.3251453,139.4517812,1963.0,High income,10997
Shoolini University Of Biotechnology And Management Sciences,30.8644333,77.1183538,2009.0,Lower middle income,6245
Shorter College,34.7592275,-92.2604236,1873.0,High income,15594
Shota Rustaveli Theatre And Film Georgia State University,41.7048099,44.8006774,1923.0,Upper middle income,7212
Shougang Institute Of Technology,39.926584,116.202929,1978.0,Upper middle income,12308
Showa Pharmaceutical University,35.5534501,139.4705793,1930.0,High income,11807
Showa University,42.3075862,-71.1311031,1928.0,High income,20962
Showa University Of Music,35.600838,139.5080291,1984.0,High income,7807
Showa Women'S University,35.6438702,139.6760094,1920.0,High income,43139
Showen University,-19.8321903,34.8649604,2006.0,Low income,6013
Shree Somnath Sanskrit University,20.9142017,70.3532285,2005.0,Lower middle income,23708
Shreemati Nathibai Damodar Thackersey Women'S University,19.0872916,72.8310483,1916.0,Lower middle income,390804
Shri Jagannath Sanskrit University,19.8076183,85.8616595,1981.0,Lower middle income,33840
Shri Jagdishprasad Jhabarmal Tibrewala University,28.176763,75.2455438,2008.0,Lower middle income,6244
Shri Lal Bahadur Shastri National Sanskrit University (Deemed To Be University),28.5409449,77.1820994,1962.0,Lower middle income,38353
Shri Mata Vaishno Devi University,32.9418351,74.9540657,1999.0,Lower middle income,14254
Shridhar University,28.2730427,75.6394482,2010.0,Lower middle income,6247
Shubun University,35.3011648,136.7819489,1941.0,High income,11895
"Shuda College, Hunan Normal University",28.167381,112.9314615,2001.0,Upper middle income,17130
Shujitsu University,34.677333,133.9367757,1979.0,High income,10077
Shukutoku University,35.5745267,140.1448528,1965.0,High income,11776
Shumei University,35.7717438,140.0993253,1988.0,High income,8623
Shupyk National Medical Academy Of Postgraduate Education,50.469434,30.4494301,1918.0,Lower middle income,98529
Shuya State Pedagogical University,56.8327013,41.3998145,1815.0,Upper middle income,55400
Shymkent University,42.3525949,69.6992256,2001.0,Upper middle income,11170
Siam College Of Technology,13.7377558,100.4712873,2005.0,Upper middle income,12800
