University,latitude,longitude,Foundedin,incomegroup,private01,Number of Student
University Of Malaysia Sarawak,1.4666795,110.425148,1992.0,Upper middle income,0.0,38245.0
University Of Malta,35.90232,14.4847432,1592.0,High income,0.0,62078.0
University Of Management And Technology,31.4517252,74.2936701,1990.0,Lower middle income,1.0,33338.0
University Of Manitoba,49.8075008,-97.1366259,1877.0,High income,0.0,253843.0
University Of Manitoba - St. John'S College (University Of Manitoba),49.8104996,-97.136858,1866.0,High income,0.0,192638.0
University Of Mannheim,49.4837106,8.4622333,1907.0,High income,0.0,110166.0
University Of Maribor,46.559159,15.6433583,1961.0,High income,0.0,154225.0
University Of Maroua,10.6543789,14.4328577,2008.0,Lower middle income,0.0,41720.0
University Of Maryland Baltimore,39.2891716,-76.6261136,1807.0,High income,0.0,37385.0
University Of Maryland Baltimore County,39.2545461,-76.7133062,1963.0,High income,0.0,104444.0
University Of Maryland College Park,38.9861233,-76.9459945,1856.0,High income,0.0,560624.0
University Of Maryland Eastern Shore,38.2102166,-75.6848002,1886.0,High income,0.0,31348.0
University Of Maryland University College,38.91265,-76.847599,1947.0,High income,0.0,244270.0
University Of Massachusetts Amherst,42.3867598,-72.5300515,1863.0,High income,0.0,342059.0
University Of Massachusetts Boston,42.3142075,-71.0365307,1964.0,High income,0.0,141050.0
University Of Massachusetts Dartmouth,41.6272497,-71.005401,1895.0,High income,0.0,95358.0
University Of Massachusetts Lowell,42.6552587,-71.3247164,1894.0,High income,0.0,159127.0
University Of Mauritius,-20.234135,57.4977906,1965.0,High income,0.0,46858.0
University Of Medellin,6.2315767,-75.6099785,1950.0,Upper middle income,1.0,78639.0
University Of Medical Sciences Of Havana,23.0776087,-82.4442591,1728.0,Upper middle income,0.0,35585.0
"University Of Medicine 1, Yangon",16.8197041,96.1343798,1923.0,Lower middle income,0.0,34215.0
University Of Medicine Of Lublin,51.2481722,22.5488293,1944.0,High income,0.0,45835.0
"University Of Medicine, Pharmacy, Science And Technology Of T��Rgu Mure��",46.5553268,24.5817534,1945.0,High income,0.0,39127.0
University Of Melbourne,-37.7983459,144.960974,1853.0,High income,0.0,351004.0
University Of Mendoza,-32.891745,-68.8616388,1959.0,Upper middle income,1.0,38236.0
University Of Messina,38.1892223,15.5527518,1548.0,High income,0.0,325380.0
University Of Miami,25.7178924,-80.2746368,1925.0,High income,1.0,205336.0
University Of Milan,45.4601435,9.1945843,1923.0,High income,0.0,726131.0
University Of Milan-Bicocca,45.5180008,9.2137481,1998.0,High income,0.0,158163.0
University Of Minho,41.5607319,-8.3962368,1973.0,High income,0.0,112488.0
University Of Mining And Metallurgical Engineering,37.2947448,126.9768183,1959.0,Low income,0.0,98464.0
University Of Miskolc,48.0794702,20.7666361,1735.0,High income,0.0,85477.0
University Of Modena And Reggio Emilia,44.6451145,10.928124,1175.0,High income,0.0,152951.0
University Of Mohaghegh Ardabili,38.2105616,48.2952244,1978.0,Upper middle income,0.0,33058.0
University Of Molise,45.5479157,9.2199976,1982.0,High income,0.0,55562.0
University Of Monastir,35.763326,10.829131,2004.0,Lower middle income,0.0,81108.0
University Of Montenegro,42.4418397,19.2425725,1974.0,Upper middle income,0.0,136132.0
University Of Montevallo,33.1067187,-86.8654168,1896.0,High income,0.0,41638.0
University Of Montreal,45.5056156,-73.6137592,1878.0,High income,0.0,577917.0
University Of Montreal - Hec Montreal,45.5035488,-73.6211175,1907.0,High income,0.0,205802.0
University Of Montreal - Polytechnic School Of Montreal,45.5047939,-73.6131831,1873.0,High income,0.0,80237.0
University Of Moratuwa,43.730326,-79.2667365,1966.0,Lower middle income,0.0,39686.0
University Of Mor��N.,-34.6467476,-58.6201276,1960.0,Upper middle income,1.0,140179.0
University Of Mostar,43.3452665,17.7967762,1977.0,Upper middle income,0.0,46196.0
University Of Mosul,36.3765344,43.1459884,1967.0,Upper middle income,0.0,186997.0
University Of Mumbai,18.9294242,72.8309786,1857.0,Lower middle income,0.0,1756096.0
University Of Murcia,38.018751,-1.16938,1915.0,High income,0.0,256263.0
University Of Music And Performing Arts Vienna,48.2018433,16.3848833,1812.0,High income,0.0,35299.0
University Of Music Detmold,51.9308902,8.8762195,1946.0,High income,0.0,90874.0
"University Of Music, Dance And Fine Arts",21.4209301,80.9782897,1956.0,Lower middle income,0.0,53680.0
University Of Mysore,12.3081068,76.639015,1916.0,Lower middle income,0.0,811853.0
University Of M��Laga,36.7199495,-4.4161391,1972.0,High income,0.0,251531.0
University Of N'Djamena,12.1090142,15.0474239,1971.0,Low income,0.0,37049.0
University Of Nairobi,-1.2794987,36.8159447,1956.0,Lower middle income,0.0,334300.0
University Of Namibia,-22.6109629,17.0580415,1992.0,Upper middle income,0.0,109407.0
University Of Namur,50.4662498,4.8605036,1831.0,High income,0.0,45204.0
University Of Nantes,47.2096125,-1.5559578,1962.0,High income,0.0,314832.0
University Of Naples - Eastern,40.8312592,14.244409,1732.0,High income,0.0,91272.0
University Of Naples Federico Ii,40.8466303,14.2568226,1224.0,High income,0.0,1008889.0
University Of Naples Parthenope,40.8375178,14.2531103,1920.0,High income,0.0,102788.0
University Of Nari��O,1.2315202,-77.2935323,1712.0,Upper middle income,0.0,62409.0
University Of National And World Economy,42.6513356,23.349001,1920.0,Upper middle income,0.0,178152.0
University Of National Economics,37.590799,127.0277773,1946.0,Low income,0.0,104657.0
"University Of Natural Resources And Life Sciences, Vienna",48.2365448,16.337579,1872.0,High income,0.0,68353.0
University Of Navarra,42.8014918,-1.6597366,1952.0,High income,1.0,143261.0
University Of Neuch��Tel,46.9938549,6.9387031,1838.0,High income,0.0,33926.0
University Of New Brunswick,45.3063734,-66.085543,1785.0,High income,0.0,105280.0
University Of New England,-30.4899535,151.6410199,1938.0,High income,0.0,154031.0
University Of New Haven,41.2906121,-72.9615489,1920.0,High income,1.0,72687.0
University Of New Orleans,30.0302281,-90.0631789,1956.0,High income,0.0,157309.0
University Of New South Wales,-33.917347,151.2312675,1949.0,High income,0.0,366589.0
University Of Neyshabur,36.2546272,58.7926447,1992.0,Upper middle income,0.0,72316.0
University Of Ngaound��R��,7.4215865,13.5407872,1960.0,Lower middle income,0.0,249553.0
University Of Nice-Sophia Antipolis,43.6955458,7.2447615,1965.0,High income,0.0,244119.0
University Of Nigeria Nsukka,6.8644553,7.4082883,1960.0,Lower middle income,0.0,249742.0
University Of Ni��.,43.3230528,21.8938656,1965.0,Upper middle income,0.0,233139.0
University Of North Alabama,34.8074692,-87.6812938,1830.0,High income,0.0,72852.0
University Of North Bengal,26.7094526,88.3541556,1962.0,Lower middle income,0.0,406048.0
University Of North Florida,30.2661204,-81.5072314,1965.0,High income,0.0,122415.0
University Of North Georgia,34.5278618,-83.9844416,1873.0,High income,0.0,185265.0
University Of Northampton,52.2304823,-0.8869818,1975.0,High income,0.0,75698.0
University Of Northern Colorado,40.4027321,-104.7003729,1889.0,High income,0.0,183344.0
University Of Northern Iowa,42.5121517,-92.4646469,1876.0,High income,0.0,173251.0
University Of Notarial Studies,-34.9120905,-57.9458033,1962.0,Upper middle income,1.0,38741.0
University Of Notre Dame,41.6991133,-86.2387627,1842.0,High income,1.0,126644.0
University Of Nottingham,52.9397827,-1.1929996,1881.0,High income,0.0,194715.0
University Of Novi Sad,45.2463771,19.8527782,1960.0,Upper middle income,0.0,331907.0
University Of Nyala,12.0582244,24.8927185,1994.0,Low income,0.0,34392.0
University Of Ontario Institute Of Technology,43.9454711,-78.8967854,2002.0,High income,0.0,32491.0
University Of Opole,50.6690459,17.9259921,1950.0,High income,0.0,150022.0
University Of Oradea,47.0446751,21.9201021,1963.0,High income,0.0,130983.0
University Of Orl��Ans,47.8450758,1.9338958,1306.0,High income,0.0,154909.0
University Of Oslo,59.9399586,10.7217496,1811.0,High income,0.0,296972.0
University Of Ostrava,49.8395411,18.2890108,1953.0,High income,0.0,46609.0
University Of Otago,-45.8646835,170.5144227,1869.0,High income,0.0,151907.0
University Of Ottawa,45.4231064,-75.6831329,1848.0,High income,0.0,308118.0
University Of Ottawa - Saint Paul University,45.4078916,-75.676142,1848.0,High income,0.0,85437.0
University Of Ouaga Ii,12.4732018,-1.3450098,2007.0,Low income,0.0,35694.0
University Of Ouagadougou,12.4481531,-1.547999,1965.0,Low income,0.0,133256.0
University Of Oulu,65.0593177,25.4662935,1958.0,High income,0.0,116904.0
University Of Oviedo,43.3616172,-5.8463664,1608.0,High income,0.0,55575.0
University Of Oxford,51.7548164,-1.2543668,1096.0,High income,0.0,210590.0
University Of Oxford - All Souls College,51.7533352,-1.2528971,1438.0,High income,0.0,139249.0
University Of Oxford - Balliol College,51.7550008,-1.2580759,1263.0,High income,0.0,139249.0
University Of Oxford - Blackfriars,51.756219,-1.260123,1994.0,High income,0.0,103832.0
University Of Oxford - Brasenose College,51.7527888,-1.2551934,1509.0,High income,0.0,139249.0
University Of Oxford - Campion Hall,51.7498235,-1.2581357,1896.0,High income,0.0,139249.0
University Of Oxford - Christ Church,51.7498733,-1.2558446,1525.0,High income,0.0,139249.0
University Of Oxford - Corpus Christi College,https://www.google.com/maps/search/University+of+Oxford+Corpus+Christi+College+united%20kingdom, https://www.google.com/maps/search/University+of+Oxford+Corpus+Christi+College+united%20kingdom,1517.0,High income,0.0,139249.0
University Of Oxford - Exeter College,51.7536833,-1.2560736,1314.0,High income,0.0,139249.0
University Of Oxford - Green Templeton College,51.7613707,-1.2625308,2008.0,High income,0.0,64779.0
University Of Oxford - Harris Manchester College,51.7556658,-1.2518607,1757.0,High income,0.0,139249.0
University Of Oxford - Hertford College,51.7545335,-1.2538574,1282.0,High income,0.0,139249.0
University Of Oxford - Jesus College,51.7534615,-1.2568944,1571.0,High income,0.0,139249.0
University Of Oxford - Keble College,51.7588355,-1.257954,1870.0,High income,0.0,139249.0
University Of Oxford - Kellogg College,51.7640327,-1.2602824,1990.0,High income,0.0,111442.0
University Of Oxford - Lady Margaret Hall,51.764659,-1.254265,1878.0,High income,0.0,139249.0
University Of Oxford - Linacre College,51.7593161,-1.2499391,1962.0,High income,0.0,134932.0
University Of Oxford - Lincoln College,51.7531655,-1.2559881,1427.0,High income,0.0,139249.0
University Of Oxford - Magdalen College,51.7522849,-1.2470927,1458.0,High income,0.0,139249.0
University Of Oxford - Mansfield College,51.7576705,-1.2528749,1838.0,High income,0.0,139249.0
University Of Oxford - Merton College,51.751108,-1.2508303,1264.0,High income,0.0,139249.0
University Of Oxford - New College,51.7549086,-1.2516265,1379.0,High income,0.0,71597.0
University Of Oxford - Nuffield College,51.7526311,-1.2627841,1937.0,High income,0.0,139249.0
University Of Oxford - Oriel College,51.751791,-1.2536388,1326.0,High income,0.0,139249.0
University Of Oxford - Pembroke College,51.7500827,-1.2577922,1624.0,High income,0.0,139249.0
University Of Oxford - Regent'S Park College,51.7566967,-1.2609522,1810.0,High income,0.0,139249.0
University Of Oxford - Somerville College,51.7597039,-1.2613689,1879.0,High income,0.0,139249.0
University Of Oxford - St. Anne'S College,51.7621852,-1.2625217,1879.0,High income,0.0,139249.0
University Of Oxford - St. Antony'S College,51.763484,-1.263037,1950.0,High income,0.0,139249.0
University Of Oxford - St. Benet'S Hall,51.757945,-1.2605735,1897.0,High income,0.0,139249.0
University Of Oxford - St. Catherine'S College,51.7565795,-1.2447568,1962.0,High income,0.0,134932.0
University Of Oxford - St. Cross College,51.7566695,-1.2600806,1965.0,High income,0.0,134932.0
University Of Oxford - St. Edmund Hall,51.753072,-1.249984,1278.0,High income,0.0,139249.0
University Of Oxford - St. Hilda'S College,51.7487899,-1.2451297,1893.0,High income,0.0,139249.0
University Of Oxford - St. Hugh'S College,51.7674185,-1.262434,1886.0,High income,0.0,139249.0
University Of Oxford - St. John'S College,51.7560544,-1.2589484,1555.0,High income,0.0,139249.0
University Of Oxford - St. Peter'S College,51.7527567,-1.2606369,1929.0,High income,0.0,139249.0
University Of Oxford - St. Stephen'S House,51.7471641,-1.239229,1876.0,High income,0.0,139249.0
University Of Oxford - The Queen'S College,51.7532552,-1.2509394,1341.0,High income,0.0,139249.0
University Of Oxford - Trinity College,51.7550551,-1.2559974,1555.0,High income,0.0,139249.0
University Of Oxford - University College,51.7548164,-1.2543668,1249.0,High income,0.0,139249.0
University Of Oxford - Wadham College,51.7557394,-1.2546951,1610.0,High income,0.0,139249.0
University Of Oxford - Wolfson College,51.7710407,-1.2556339,1966.0,High income,0.0,132122.0
University Of Oxford - Worcester College,51.7548614,-1.2632552,1283.0,High income,0.0,139249.0
University Of Oxford - Wycliffe Hall,51.7628285,-1.2600856,1877.0,High income,0.0,139249.0
University Of Paderborn,51.7081276,8.7722732,1972.0,High income,0.0,134486.0
University Of Padua,45.406766,11.8774462,1222.0,High income,0.0,658644.0
University Of Palermo,38.1183072,13.3691635,1777.0,High income,0.0,497989.0
University Of Pamplona,7.3858376,-72.6491755,1960.0,Upper middle income,0.0,43011.0
University Of Panama - West Panama Regional Center,8.9835361,-79.5337082,1993.0,High income,0.0,80429.0
University Of Panama.,8.9835361,-79.5337082,1935.0,High income,0.0,489197.0
University Of Panama. - Regional Col��N Center.,9.2873329,-79.904573,1979.0,High income,0.0,94757.0
University Of Panam�� - University Extension Of Aguadulce,8.2325522,-80.5907222,1998.0,High income,0.0,74374.0
University Of Papua New Guinea,-9.4094573,147.1712535,1965.0,Lower middle income,0.0,64360.0
University Of Pardubice,50.04816,15.7693999,1950.0,High income,0.0,44783.0
University Of Paris 8 Vincennes - Saint-Denis,48.9454164,2.3624194,1969.0,High income,0.0,250287.0
University Of Parma,44.8007887,10.3259012,962.0,High income,0.0,327967.0
University Of Passau,48.5677779,13.4527974,1973.0,High income,0.0,65826.0
University Of Patras,38.28923,21.785369,1964.0,High income,0.0,154003.0
University Of Pau And The Adour Region,43.313937,-0.366743,1970.0,High income,0.0,121636.0
University Of Pavia,45.1867045,9.1570944,1361.0,High income,0.0,233751.0
University Of Peradeniya,7.2549422,80.5973902,1942.0,Lower middle income,0.0,96856.0
University Of Perpignan Via Domitia,42.6820471,2.8988581,1970.0,High income,0.0,63648.0
University Of Perugia,43.1143594,12.3882162,1200.0,High income,0.0,271980.0
University Of Peshawar,34.00859,71.4878186,1950.0,Lower middle income,0.0,152517.0
University Of Petrosani,45.4198589,23.3764795,1948.0,High income,0.0,43665.0
University Of Phayao,19.0284228,99.8962444,1995.0,Upper middle income,0.0,50436.0
University Of Phoenix,33.4113576,-112.0127418,1976.0,High income,1.0,196474.0
University Of Picardie Jules Verne,49.8765952,2.2641841,1964.0,High income,0.0,192753.0
University Of Pinar Del R��O Brothers Saiz Montes De Oca,22.4144206,-83.6846477,1972.0,Upper middle income,0.0,54983.0
University Of Pisa,43.7167235,10.3988593,1343.0,High income,0.0,465136.0
University Of Pitesti,44.8545936,24.8818805,1962.0,High income,0.0,74175.0
University Of Piura,-5.1766923,-80.6346434,1968.0,Upper middle income,1.0,36731.0
University Of Plymouth,50.3758892,-4.1395842,1970.0,High income,0.0,180107.0
University Of Poitiers,46.5663388,0.3838287,1431.0,High income,0.0,247372.0
University Of Port Harcourt,4.9068824,6.9170023,1975.0,Lower middle income,0.0,143981.0
University Of Porto,41.1465479,-8.6156998,1911.0,High income,0.0,204830.0
University Of Portsmouth,50.7938613,-1.09735,1869.0,High income,0.0,144829.0
University Of Potsdam,52.4010314,13.0119098,1991.0,High income,0.0,104987.0
University Of Pretoria,-25.7545492,28.2314476,1908.0,Upper middle income,0.0,350084.0
University Of Pre��Ov In Pre��Ov,48.9912902,21.2329572,1997.0,High income,0.0,45320.0
University Of Prince Edward Island,46.2568931,-63.1389079,1969.0,High income,0.0,33875.0
University Of Printing Technology,38.954306,125.701111,1984.0,Low income,0.0,84761.0
University Of Prishtina,42.6484076,21.1671317,1969.0,Upper middle income,0.0,72776.0
University Of Professional Studies,5.660529,-0.1658758,1965.0,Lower middle income,0.0,46746.0
University Of Puerto Rico,18.3892375,-66.0604725,1903.0,High income,0.0,229273.0
University Of Qom,34.6012088,50.8256574,1979.0,Upper middle income,0.0,43835.0
University Of Quebec,46.8132529,-71.2224014,1968.0,High income,0.0,738324.0
University Of Quebec - Engineering School - Ets,46.8138009,-71.2224769,1974.0,High income,0.0,39480.0
University Of Quebec - National School Of Public Administration,46.8138009,-71.2224769,1969.0,High income,0.0,36692.0
University Of Quebec At Montreal,45.5125995,-73.5605955,1969.0,High income,0.0,320448.0
University Of Quebec At Rimouski,48.4525603,-68.5121318,1969.0,High income,0.0,72905.0
University Of Quebec At Trois-Rivi��Res,46.3470249,-72.5785097,1969.0,High income,0.0,107143.0
University Of Quebec In Outaouais,45.422466,-75.7387016,1970.0,High income,0.0,64400.0
University Of Quind��O.,4.5539405,-75.6602179,1960.0,Upper middle income,0.0,92690.0
University Of Rabindra Bharati,22.5895322,88.3558259,1954.0,Lower middle income,0.0,61235.0
University Of Rajasthan,26.8756079,75.8101376,1947.0,Lower middle income,0.0,2483777.0
University Of Redlands,34.0627062,-117.1632608,1907.0,High income,1.0,43382.0
University Of Regensburg,48.9968045,12.0957868,1962.0,High income,0.0,154615.0
University Of Regina,50.4154542,-104.5878302,1911.0,High income,0.0,122693.0
University Of Reims Champagne-Ardenne,49.2327484,4.0077037,1548.0,High income,0.0,214981.0
University Of Religions And Denominations,34.5720748,50.8143348,1995.0,Upper middle income,1.0,30449.0
University Of Rijeka,45.3277614,14.4667629,1973.0,High income,0.0,130468.0
University Of Rome Sapienza,41.9037626,12.5144384,1303.0,High income,0.0,1787299.0
University Of Rome Tor Vergata,41.8536401,12.6286762,1979.0,High income,0.0,221014.0
University Of Rostock,54.0755448,12.1035044,1419.0,High income,0.0,115712.0
University Of Rouen Normandy,49.4438632,1.0778575,1966.0,High income,0.0,224283.0
University Of Sadat City,30.3697208,30.4973589,1992.0,Lower middle income,0.0,102961.0
University Of Salamanca,40.9613376,-5.6669251,1218.0,High income,0.0,270560.0
University Of Sale,-22.9761353,30.4464797,1982.0,Upper middle income,0.0,67875.0
University Of Salento,40.34956,18.1672671,1956.0,High income,0.0,177691.0
University Of Salerno,40.7712984,14.7920154,1944.0,High income,0.0,327997.0
University Of Salford,53.4846984,-2.27125,1896.0,High income,0.0,136509.0
University Of Salvador,-34.6013439,-58.3915457,1944.0,Upper middle income,1.0,142753.0
University Of Salzburg,47.7972387,13.0480985,1617.0,High income,0.0,121336.0
University Of San Andres,-16.5047667,-68.1299168,1830.0,Lower middle income,0.0,372352.0
University Of San Buenaventura,4.7513664,-74.0299235,1708.0,Upper middle income,1.0,91157.0
University Of San Buenaventura - Cali Branch,3.344976,-76.5444787,1708.0,Upper middle income,1.0,36179.0
University Of San Carlos Of Guatemala,14.5858379,-90.5525812,1676.0,Upper middle income,0.0,912079.0
University Of San Carlos Of Guatemala - San Marcos University Centre,14.5873005,-90.5533613,1987.0,Upper middle income,0.0,973380.0
University Of San Carlos Of Guatemala - University Center Of El Progreso,14.8597108,-90.0689463,2002.0,Upper middle income,0.0,709410.0
University Of San Carlos Of Guatemala - University Centre Of Baja Verapaz,15.1012061,-90.3846912,2008.0,Upper middle income,0.0,578323.0
University Of San Carlos Of Guatemala - University Centre Of Chimaltenango,14.5873005,-90.5533613,2007.0,Upper middle income,0.0,578323.0
University Of San Carlos Of Guatemala - University Centre Of Jutiapa,14.2890512,-89.8940063,2007.0,Upper middle income,0.0,578323.0
University Of San Carlos Of Guatemala - University Centre Of Peten,16.9189172,-89.8853309,1987.0,Upper middle income,0.0,973380.0
University Of San Carlos Of Guatemala - University Centre Of Quich��,15.0317659,-91.1471674,2008.0,Upper middle income,0.0,578323.0
University Of San Carlos Of Guatemala - University Centre Of Santa Rosa,14.083687,-90.3814973,2006.0,Upper middle income,0.0,578323.0
University Of San Carlos Of Guatemala - University Centre Of The East,14.8023103,-89.5317752,1977.0,Upper middle income,0.0,1041197.0
University Of San Carlos Of Guatemala - University Centre Of The North,14.5868472,-90.5534155,1975.0,Upper middle income,0.0,1054252.0
University Of San Carlos Of Guatemala - University Centre Of The North-West,14.5868472,-90.5534155,1976.0,Upper middle income,0.0,1041197.0
University Of San Carlos Of Guatemala - University Centre Of The South,14.5868472,-90.5534155,1977.0,Upper middle income,0.0,1041197.0
University Of San Carlos Of Guatemala - University Centre Of The South-East,14.5868472,-90.5534155,1977.0,Upper middle income,0.0,1041197.0
University Of San Carlos Of Guatemala - University Centre Of The South-West,14.5868472,-90.5534155,1997.0,Upper middle income,0.0,819100.0
University Of San Carlos Of Guatemala - University Centre Of The West,14.5868472,-90.5534155,1970.0,Upper middle income,0.0,1063144.0
University Of San Carlos Of Guatemala - University Centre Of Totonicap��N,14.9206388,-91.3468623,2008.0,Upper middle income,0.0,578323.0
University Of San Diego,32.7718755,-117.1902317,1949.0,High income,1.0,61046.0
University Of San Francisco,37.7765643,-122.4507187,1855.0,High income,1.0,95002.0
University Of Santander,7.1056064,-73.0951113,1985.0,Upper middle income,1.0,65877.0
University Of Santiago De Cali,3.4028559,-76.5482078,1958.0,Upper middle income,1.0,110367.0
University Of Santiago De Chile,-33.4506211,-70.6795902,1849.0,High income,0.0,202470.0
University Of Santiago De Compostela,42.8885225,-8.5449726,1495.0,High income,0.0,331543.0
University Of Santo Tomas,14.6099081,120.9894336,1611.0,Lower middle income,1.0,515167.0
University Of Sarajevo,43.8568576,18.4189278,1949.0,Upper middle income,0.0,312585.0
University Of Sargodha,32.0736519,72.6803392,2002.0,Lower middle income,0.0,50203.0
University Of Saskatchewan,52.1334003,-106.6313582,1907.0,High income,0.0,205001.0
University Of Sassari,40.7248609,8.5596912,1562.0,High income,0.0,128536.0
University Of Science,38.954306,125.701111,1967.0,Low income,0.0,93652.0
University Of Science And Culture,35.7493626,51.3341846,1993.0,Upper middle income,0.0,38061.0
University Of Science And Technology - The University Of Danang,16.0739232,108.1498921,1976.0,Lower middle income,0.0,38327.0
University Of Science And Technology Liaoning,41.104565,123.058208,1958.0,Upper middle income,0.0,98352.0
University Of Science And Technology Of China,31.821994,117.28059,1958.0,Upper middle income,0.0,71046.0
University Of Science Malaysia,5.3559337,100.3025177,1969.0,Upper middle income,0.0,153082.0
University Of Script,13.8556296,100.5854846,1970.0,Upper middle income,1.0,114990.0
University Of Sea Transport,42.241048,130.285232,1968.0,Low income,0.0,93541.0
University Of Seoul,37.5838657,127.0587771,1918.0,High income,0.0,120992.0
University Of Sfax,34.7360999,10.7428024,1986.0,Lower middle income,0.0,230714.0
University Of Shanghai For Science And Technology,31.29043,121.551957,1906.0,Upper middle income,0.0,107841.0
University Of Sharjah,25.2867653,55.4783045,1997.0,High income,0.0,38902.0
University Of Sherbrooke,45.3778253,-71.9292831,1954.0,High income,1.0,217786.0
"University Of Shkodra, Luigj Gurakuqi",42.0662237,19.5095856,1957.0,Upper middle income,0.0,51354.0
University Of Siegen,50.9112587,8.0253398,1972.0,High income,0.0,113215.0
University Of Siena,43.3191155,11.3328421,1240.0,High income,0.0,172163.0
University Of Silesia,50.2607501,19.0287157,1968.0,High income,0.0,255921.0
University Of Sindh,25.4192203,68.2718605,1947.0,Lower middle income,0.0,118396.0
University Of Sirte,31.1751886,16.6014365,1989.0,Upper middle income,0.0,64498.0
University Of Social Sciences,51.7772409,19.4749158,1995.0,High income,1.0,72939.0
University Of Social Sciences,51.7772409,19.4749158,2013.0,High income,1.0,33323.0
University Of Somalia,2.0343372,45.3083677,2005.0,Low income,1.0,32767.0
University Of South Africa,-25.7676604,28.1992624,1873.0,Upper middle income,0.0,1729955.0
University Of South Alabama,30.6959406,-88.184236,1963.0,High income,0.0,121941.0
University Of South Australia,-34.8899849,138.5589948,1991.0,High income,0.0,180533.0
University Of South Bohemia In ��Esk�� Bud��Jovice,48.9786844,14.448264,1991.0,High income,0.0,33137.0
University Of South China,26.89887,112.590435,2000.0,Upper middle income,0.0,151292.0
University Of South Florida,28.0587031,-82.4138539,1956.0,High income,0.0,382666.0
University Of South Wales,51.5944146,-3.3230315,1841.0,High income,0.0,142286.0
University Of South Wales - The Royal Welsh College Of Music And Drama,51.4867367,-3.1843767,1949.0,High income,0.0,131155.0
University Of South-East Asia,13.3505943,103.863927,1946.0,Lower middle income,1.0,47098.0
University Of Southampton,50.9351092,-1.3957594,1862.0,High income,0.0,153140.0
University Of Southern Brittany,47.7429124,-3.3854288,1995.0,High income,0.0,50683.0
University Of Southern California,34.0223519,-118.285117,1880.0,High income,1.0,327185.0
University Of Southern Indiana,37.9518299,-87.6693278,1965.0,High income,0.0,83870.0
University Of Southern Maine,43.6628953,-70.2742315,1878.0,High income,0.0,134461.0
University Of Southern Queensland,-27.602411,151.9312604,1967.0,High income,0.0,162637.0
University Of Split,43.5116955,16.4667804,1974.0,High income,0.0,139406.0
University Of Sri Jayewardenepura,6.852767,79.9035846,1959.0,Lower middle income,0.0,81313.0
University Of St. Andrews,56.3417136,-2.7942674,1411.0,High income,0.0,67739.0
University Of St. Francis,41.5332096,-88.0975858,1920.0,High income,1.0,30275.0
University Of St. Gallen,47.4321575,9.3755673,1898.0,High income,0.0,49123.0
University Of State Fiscal Service Of Ukraine,50.5219292,30.2257914,1921.0,Lower middle income,0.0,31330.0
University Of Stavanger,58.937299,5.697201,1994.0,High income,0.0,43414.0
University Of Stirling,56.1460908,-3.9177535,1967.0,High income,0.0,68579.0
University Of Strasbourg,48.5790692,7.7664545,1970.0,High income,0.0,50753.0
University Of Strasbourg - Sciences Po Strasbourg,48.5771311,7.7470866,1948.0,High income,0.0,295359.0
University Of Strathclyde,55.862111,-4.2423927,1796.0,High income,0.0,132139.0
University Of Stuttgart,48.7815142,9.1735818,1829.0,High income,0.0,206495.0
University Of Sulaimani,35.5764104,45.3599096,1968.0,Upper middle income,0.0,101176.0
University Of Sunderland,54.9040393,-1.3926674,1969.0,High income,0.0,111273.0
University Of Surrey,51.2431429,-0.5894664,1891.0,High income,0.0,95897.0
University Of Sussex,50.8677123,-0.0875492,1961.0,High income,0.0,94344.0
University Of Szczecin,53.4364995,14.5447261,1973.0,High income,0.0,181809.0
University Of Szeged,46.2473322,20.1476209,1872.0,High income,0.0,123563.0
University Of Tabriz,38.0633969,46.329399,1946.0,Upper middle income,0.0,344395.0
University Of Tabuk,28.3941074,36.4767731,2006.0,High income,0.0,63120.0
University Of Talca,-35.4043014,-71.6351849,1981.0,High income,0.0,46783.0
University Of Tampa,27.9468758,-82.4672356,1931.0,High income,1.0,51325.0
University Of Tarapac��,-18.4716059,-70.3125266,1981.0,High income,0.0,48547.0
University Of Teacher Education Fukuoka,33.8114744,130.593941,1943.0,High income,1.0,32289.0
University Of Technology,18.0181764,-76.7435785,1958.0,Upper middle income,0.0,69057.0
University Of Technology,33.3121039,44.4469538,1960.0,Upper middle income,0.0,114144.0
University Of Technology And Life Sciences In Bydgoszcz,53.1432581,18.1307625,1951.0,High income,0.0,90553.0
University Of Technology Malaysia,1.5593571,103.6385749,1904.0,Upper middle income,0.0,186100.0
University Of Technology Mara,3.069724,101.5036726,1956.0,Upper middle income,0.0,644915.0
University Of Technology Of El Salvador,13.7002592,-89.2006087,1980.0,Lower middle income,1.0,95343.0
"University Of Technology, Sydney",-33.8832376,151.2004942,1965.0,High income,0.0,226794.0
University Of Tehran,35.7022192,51.3957307,1851.0,Upper middle income,0.0,372493.0
University Of Teramo,42.6702094,13.7014908,1993.0,High income,0.0,53564.0
University Of The Aegean,39.0851185,26.5689887,1984.0,High income,0.0,38631.0
University Of The Algarve,37.0283509,-7.9248018,1979.0,High income,0.0,52800.0
University Of The Amazon,1.620127,-75.6042556,1971.0,Upper middle income,0.0,32110.0
University Of The Americas,-0.1672623,-78.4726324,1994.0,Upper middle income,1.0,43999.0
University Of The Andes,-33.4058074,-70.503395,1989.0,High income,1.0,31342.0
University Of The Andes,4.6014581,-74.0661334,1948.0,Upper middle income,1.0,107170.0
